序号,新闻内容
404,11月1日，经管学院党委书记李钰一行赴东方汽轮机有限公司工业透平事业部、绵阳长虹股份有限公司供应链管理中心开展支部共建主题党日活动。
405,11月1日，集电学院开展“团队芯·芯成长”活动，邀请陶伯万教授围绕科研育人、生涯规划、拔尖创新人才培养等与辅导员们进行了深入交流。
406,11月1日，深圳高研院一行赴振华微电子走访调研，双方围绕产学研深度合作、科研平台建设、学生实习就业等进行了深入交流。
407,11月1日，四川省人才发展集团有限责任公司执行董事、总经理张一帅一行到继续教育学院调研，双方就多层次人才培育、课程体系搭建等进行了深入交流。
408,11月1日，生命学院召开学生骨干学习会，专题学习习近平主席给古巴科学家裴德乐重要回信精神，学院党委书记李文远传达回信精神，参会同学结合个人发展进行了热烈讨论。
409,学校党委理论学习中心组举行集体学习（扩大）会议，专题学习习近平主席给古巴科学家裴德乐重要回信精神。校党委书记王亚非、校长曾勇，理论学习中心组成员，生命学院、科研院、国际处相关负责人参会学习。
410,11月1日，泰国诗纳卡琳威洛大学校长Somchai Santiwatanakul一行来校访问，校长曾勇、校党委副书记靳敏出席座谈会，双方就学术交流开展、师生互访、联合科研、学生联培、来华留学优质生源基地建设、联合国教科文组织教席计划等进行了交流探讨，并签署两校合作谅解备忘录。学校相关职能部门、学院负责人参加会议。
411,11月1日，学校召开目标任务考核办法修订征求意见会，副校长胡俊出席会议，人力资源部代表目标任务秘书工作组就修订建议作汇报，与会学院负责人围绕考核工作进行了交流研讨，学校相关职能部门负责人参加会议，人力资源部部长李会勇主持会议。
412,10月31日，美国光学学会（The Optical Society of America，formerly OSA）发布2024年度新当选会士（Optica Fellow）名单。基础院Arup Neogi教授入选。
413,11月1日，英国伯明翰大学全球关系经理Nina Morris一行到访自动化学院，双方围绕学生长短期交流交换、人才培养等进行了深入交流。
414,11月1日，计算机（网安）学院、公管学院共同开展“坚定精神信仰 夯实文化自信”学习习近平文化思想宣讲活动。邀请四川省委宣讲团新时代文明实践宣讲分队成员、四川省西部计划宣讲团成员杨焱文、校研究生宣讲团成员李敏两位同学作主题宣讲。
415,11月1日，软件学院召开青年教师座谈会，院领导班子与青年教师围绕青年教师教学科研、个人发展困惑等进行了深入交流。
416,11月1日，农业农村部人力资源开发中心教育培训处处长韩津琳一行到继续教育学院调研，双方围绕2023年重庆市乡村产业振兴带头人培育“头雁”项目进行了深入交流，重庆市农业农村委、四川农业大学相关负责人参会。
417,10月31日，光电学院召开2024年度国家自然科学基金申报启动会，院长刘永作动员发言，副院长王军部署安排相关工作，科研院副院长张希琳解读国家自然科学基金政策。
418,10月31日，自动化学院举行2023-2027年高质量发展目标任务签订大会，院长程玉华提出工作要求，副院长程洪主持会议。学院相关负责人、各团队负责人、团队及个人代表等参加会议。
419,10月31日，计算机（网安）学院分党校邀请马克思主义学院米华全副教授为入党积极分子讲授题为“深刻领会习近平新时代中国特色社会主义思想的科学体系和核心要义”的专题党课。
420,10月31日，软件学院举行2023年度第二十二期“信雅工软”系列讲座。邀请中国核动力研究设计院软件开发技术带头人安萍作题为“核反应堆关键领域软件数值算法及应用”的专题报告。
421,"10月31日，葡萄牙里斯本大学学院副校长Maria das Dores
Guerreiro一行到访经管学院，双方围绕办学项目、人才培养、未来合作等进行了深入交流。"
422,10月31日，第十一届格拉斯哥学院团委成立大会在清水河校区举行，学院党委副书记李晔、校团委学联与社团工作部部长陈思思、校学生会主席团、部分学院团委书记及学生会主席团等参加活动。
423,10月31日，继续教育学院、学报编辑部、出版社联合开展主题党日活动，邀请马克思主义学院刘强副教授作题为“铸就中华文化新辉煌，担负文化建设新使命——深入学习贯彻习近平文化思想”的专题报告。
424,10月30日-31日，川渝部属高校首届机关党建工作交流会在西南大学举行。参会人员围绕“以党建引领强机关，合力唱响‘双城记’”开展主题研讨，我校机关党委副书记谭涛作主题分享。
425,10月31日，教师发展中心联合科研院基础研究与成果处举办青年教师成长驿站——国家自然科学基金优秀青年科学基金项目申报交流会。科研院副院长张希琳介绍项目申报政策，历年入选者代表作经验分享。
426,10月31日，离退休党委召开党支部工作培训会，围绕本学期离退休党建工作、服务管理工作进行了学习培训。离退休党委委员、22个党支部支委及离退休工作处工作人员参加培训。
427,10月31日，图书馆学科咨询部党支部与西南交通大学犀浦馆第二党支部联合开展“党建联动促发展 互学互建共提升”主题党日活动，图书馆党总支书记龚漪、副馆长秦鸿、支部全体党员参加活动。
428,10月31日，校医院眼健康管理中心医务人员走进电子科技大学实验幼儿园，为小朋友进行电脑验光和视力筛查，并开展“爱眼护眼、防控近视”小知识科普。
429,10月30日，经管学院新兴技术管理研究所开展前沿研究系列讲座，邀请清华大学经济管理学院徐明弢助理教授作题为“无效风险与技术市场中的价值：PAE 专利收购的证据”的分享。
430,10月30日，深圳高研院、成电大为基金相关负责人一行赴深圳龙华区科技创新局调研，双方就促进科技成果转化、助力企业创新发展等进行了深入交流。
431,近日，融感科技（北京）有限公司副总经理王岩做客“成电芯论坛”，以“MEMS惯性传感器简介”为题作分享。
432,10月31日，“共建联学聚合力 双融双促谋发展”中国电科网络通信研究院第5402所党委-电子科技大学电子科学与工程学院党委基层党组织结对共建启动仪式在清水河校区举行。仪式前，校党委书记王亚非会见中国电科网络通信研究院党委书记徐小刚，副校长孔令讲出席启动仪式并致辞，电子学院党委书记程钰间、中国电科网络通信研究院第5402所党委书记王峰代表双方签订共建框架协议。电子学院、中国电科网络通信研究院第5402所相关负责人参加仪式。
433,10月31日，葡萄牙里斯本大学学院校长Maria de Lurdes Reis Rodrigues一行来校访问，校长曾勇，副校长徐红兵，葡萄牙里斯本大学学院副校长Maria das Dores Horta Guerreiro、Jorge Rodrigues da Costa出席座谈会，双方围绕在电子信息领域技术、新兴产业培训以及技术与管理结合方面寻求新的合作契机，在联合研究、非学历培训、学生交流等方面拓展新的合作进行了深入研讨。国际处、信通学院、经管学院、格拉斯哥学院负责人等与会交流。
